,Song Name,Artist,Words count,Year,Bin
1081,Your Eyes,Bombay Bicycle Club,115,2012,2010s
1082,Abracadabra,Jessie J,196,2011,2010s
1083,Satellite,Elliott Smith,37,1995,90s
1084,Heartbeat,The Fray,145,2011,2010s
1085,I Don't Believe in the Sun,The Magnetic Fields,68,1999,90s
1086,All Along,Kid Cudi,99,2010,2010s
1087,Have You Ever Really Loved a Woman?,Bryan Adams,165,1995,90s
1088,Hospital Beds,Florence + the Machine,86,2011,2010s
1089,A House Is Not a Motel,Love,76,1967,60s
1090,Let It Out,Ed Sheeran,163,2010,2010s
1091,My Oh My,David Gray,168,1998,90s
1092,Love Sosa,Chief Keef,380,2012,2010s
1093,Blue Ocean Floor,Justin Timberlake,174,2013,2010s
1094,Jealous,Beyoncé,179,2013,2010s
1095,I Think I Need A New Heart,The Magnetic Fields,96,1999,90s
1096,The Girl From Ipanema,Amy Winehouse,86,2011,2010s
1097,We Might Be Dead by Tomorrow,SoKo,80,2012,2010s
1098,True Affection,Father John Misty,75,2015,2010s
1099,Heaven Help,Lenny Kravitz,155,1993,90s
1100,The Luckiest Guy on the Lower East Side,The Magnetic Fields,123,1999,90s
1101,Sixteen,Iggy Pop,75,1977,70s
1102,The White Lady Loves You More,Elliott Smith,66,1995,90s
1103,Nothing Even Matters,Lauryn Hill,185,1998,90s
1104,Joy,Ellie Goulding,101,2012,2010s
1105,Let You Down,Dave Matthews Band,88,1996,90s
1106,Hard to Say I'm Sorry,Chicago,96,1983,80s
1107,Haunted,Taylor Swift,172,2010,2010s
1108,Breakthrough,Modest Mouse,118,1996,90s
1109,Saturday Night,Misfits,124,1999,90s
1110,You Wanted More,Tonic,78,1999,90s
